POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Nationality,Player Link,Team,Season
58,James Franklin,8,5,3,107,45,53.5,78,137.17,0,0,10,2,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/209/james-franklin,Mumbai Indians,2011
59,Ryan ten Doeschate,6,3,1,107,70,53.5,73,146.57,0,1,9,5,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/200/ryan-ten-doeschate,Kolkata Knight Riders,2011
60,Cameron White,6,6,2,104,31,26.0,109,95.41,0,0,6,2,Overseas,,Nan,2011
61,Harbhajan Singh,15,8,5,103,30,34.33,71,145.07,0,0,9,6,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,2011
62,Davy Jacobs,6,6,0,92,32,15.33,88,104.54,0,0,10,4,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/208/davy-jacobs,Mumbai Indians,2011
63,Ryan McLaren,6,4,1,90,51,30.0,96,93.75,0,1,7,1,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/288/ryan-mclaren,Kings Xi Punjab,2011
64,Srikkanth Anirudha,9,5,1,83,64,20.75,74,112.16,0,1,6,3,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/11/srikkanth-anirudha,Chennai Super Kings,2011
65,Travis Birt,5,5,0,75,27,15.0,58,129.31,0,0,9,2,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/174/travis-birt,Delhi Capitals,2011
66,Michael Klinger,4,4,0,73,29,18.25,77,94.8,0,0,9,0,Overseas,,Nan,2011
67,Manvinder Bisla,5,5,0,72,27,14.4,89,80.89,0,0,8,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/90/manvinder-bisla,Kolkata Knight Riders,2011
68,Wriddhiman Saha,7,3,2,68,46,68.0,63,107.93,0,0,2,4,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/16/wriddhiman-saha,Chennai Super Kings,2011
69,Amit Mishra,14,9,5,68,25,17.0,49,138.77,0,0,9,1,Indian,,Nan,2011
70,Mohnish Mishra,6,5,1,67,37,16.75,60,111.66,0,0,5,2,Indian,,Nan,2011
71,Tirumalasetti Suman,8,7,1,65,36,10.83,51,127.45,0,0,5,5,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/110/tirumalasetti-suman,Mumbai Indians,2011
72,David Hussey,8,8,2,64,21,10.66,63,101.58,0,0,3,3,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/186/david-hussey,Kings Xi Punjab,2011
73,Abhishek Nayar,10,9,2,61,17,8.71,67,91.04,0,0,9,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/66/abhishek-nayar,Kings Xi Punjab,2011
74,Abhishek Raut,7,4,1,60,25,20.0,58,103.44,0,0,5,1,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/133/abhishek-raut,Rajasthan Royals,2011
75,Luke Pomersbach,5,4,0,51,29,12.75,39,130.76,0,0,4,2,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/238/luke-pomersbach,Royal Challengers Bangalore,2011
76,Mitchell Marsh,5,3,1,50,37,25.0,49,102.04,0,0,2,3,Overseas,,Nan,2011
77,Sourav Ganguly,4,3,1,50,32,25.0,59,84.74,0,0,3,2,Indian,,Nan,2011
78,Vinay Kumar,13,7,1,50,18,8.33,47,106.38,0,0,4,1,Indian,,Nan,2011
79,Amit Paunikar,4,4,0,49,20,12.25,57,85.96,0,0,9,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/136/amit-paunikar,Rajasthan Royals,2011
80,Piyush Chawla,12,6,3,48,15,16.0,55,87.27,0,0,2,2,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,2011
81,Callum Ferguson,5,4,2,48,16,24.0,54,88.88,0,0,6,0,Overseas,,Nan,2011
82,Mandeep Singh,6,5,1,47,15,11.75,41,114.63,0,0,4,1,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/72/mandeep-singh,Kings Xi Punjab,2011
83,Aaron Finch,6,6,0,47,25,7.83,46,102.17,0,0,3,3,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/167/aaron-finch,Delhi Capitals,2011
84,Raiphi Gomez,11,8,3,46,26,9.2,50,92.0,0,0,4,1,Indian,,Nan,2011
85,VVS Laxman,3,3,0,44,36,14.66,42,104.76,0,0,3,2,Indian,,Nan,2011
86,Sunny Singh,6,5,1,43,20,10.75,31,138.7,0,0,6,1,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/81/sunny-singh,Kings Xi Punjab,2011
87,Graeme Smith,4,4,0,42,24,10.5,51,82.35,0,0,6,0,Overseas,,Nan,2011
88,Mohammad Kaif,8,4,1,41,15,13.66,33,124.24,0,0,5,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/159/mohammad-kaif,Royal Challengers Bangalore,2011
89,Morne Morkel,11,5,3,40,16,20.0,25,160.0,0,0,3,2,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/169/morne-morkel,Delhi Capitals,2011
90,Wayne Parnell,8,5,2,37,16,12.33,39,94.87,0,0,2,1,Overseas,,Nan,2011
91,Stuart Binny,6,2,1,37,30,37.0,31,119.35,0,0,2,1,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/148/stuart-binny,Rajasthan Royals,2011
92,Dale Steyn,12,5,1,36,13,9.0,35,102.85,0,0,3,0,Overseas,,Nan,2011
93,Cheteshwar Pujara,7,3,0,34,25,11.33,31,109.67,0,0,4,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/156/cheteshwar-pujara,Royal Challengers Bangalore,2011
94,Asad Pathan,6,5,1,33,14,8.25,16,206.25,0,0,5,2,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/154/asad-pathan,Royal Challengers Bangalore,2011
95,Ryan Harris,13,7,2,31,17,6.2,39,79.48,0,0,3,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/190/ryan-harris,Kings Xi Punjab,2011
96,Shreevats Goswami,5,4,0,29,22,7.25,29,100.0,0,0,5,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/95/shreevats-goswami,Kolkata Knight Riders,2011
97,Shakib Al Hasan,7,3,1,29,26,14.5,22,131.81,0,0,4,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/201/shakib-al-hasan,Kolkata Knight Riders,2011
98,Ishank Jaggi,2,2,0,28,25,14.0,37,75.67,0,0,3,0,Indian,,Nan,2011
99,Praveen Kumar,13,7,4,27,15,9.0,31,87.09,0,0,2,1,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/77/praveen-kumar,Kings Xi Punjab,2011
100,Abhimanyu Mithun,12,6,3,27,11,9.0,20,135.0,0,0,3,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/151/abhimanyu-mithun,Royal Challengers Bangalore,2011
1,Sachin Tendulkar,15,15,2,618,89,47.53,466,132.61,0,5,86,3,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/97/sachin-tendulkar,Mumbai Indians,2010
2,Jacques Kallis,16,16,4,572,89,47.66,494,115.78,0,6,67,9,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/198/jacques-kallis,Royal Challengers Bangalore,2010
3,Suresh Raina,16,16,5,520,83,47.27,364,142.85,0,4,45,22,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,2010
4,Sourav Ganguly,14,14,1,493,88,37.92,419,117.66,0,4,58,15,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/130/sourav-ganguly,Kolkata Knight Riders,2010
5,Murali Vijay,15,15,2,458,127,35.23,292,156.84,1,2,36,26,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/7/murali-vijay,Chennai Super Kings,2010
6,Mahela Jayawardene,13,13,3,439,110,43.9,298,147.31,1,1,55,11,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/175/mahela-jayawardene,Kings Xi Punjab,2010
7,Andrew Symonds,16,16,2,429,54,30.64,341,125.8,0,4,35,18,Overseas,,Nan,2010
8,Saurabh Tiwary,16,15,1,419,61,29.92,309,135.59,0,3,29,18,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/163/saurabh-tiwary,Mumbai Indians,2010
9,Rohit Sharma,16,16,2,404,73,28.85,302,133.77,0,3,36,14,Indian,,Nan,2010
10,Naman Ojha,14,14,2,377,94,31.41,285,132.28,0,2,42,15,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/52/naman-ojha,Rajasthan Royals,2010
11,Robin Uthappa,16,14,2,374,68,31.16,218,171.55,0,3,21,27,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/127/robin-uthappa,Royal Challengers Bangalore,2010
12,Kumar Sangakkara,13,12,0,357,56,29.75,257,138.91,0,2,47,5,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/27/kumar-sangakkara,Kings Xi Punjab,2010
13,Ambati Rayudu,14,14,1,356,55,27.38,246,144.71,0,2,34,13,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/100/ambati-rayudu,Mumbai Indians,2010
14,Virender Sehwag,14,14,0,356,75,25.42,218,163.3,0,3,47,14,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/45/virender-sehwag,Delhi Capitals,2010
15,Subramaniam Badrinath,16,15,4,356,55,32.36,303,117.49,0,2,41,5,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/12/subramaniam-badrinath,Chennai Super Kings,2010
16,Matthew Hayden,16,16,0,346,93,21.62,279,124.01,0,1,37,16,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/352/matthew-hayden,Chennai Super Kings,2010
17,Yusuf Pathan,14,14,2,333,100,27.75,201,165.67,1,1,22,24,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/96/yusuf-pathan,Rajasthan Royals,2010
18,Tirumalasetti Suman,14,14,5,307,78,34.11,257,119.45,0,2,23,12,Indian,,Nan,2010
19,Virat Kohli,16,13,2,307,58,27.9,212,144.81,0,1,26,12,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,2010
20,Chris Gayle,9,9,0,292,88,32.44,184,158.69,0,2,30,16,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/236/chris-gayle,Kolkata Knight Riders,2010
21,Adam Gilchrist,16,16,0,289,54,18.06,185,156.21,0,1,31,16,Overseas,,Nan,2010
22,MS Dhoni,13,11,2,287,66,31.88,210,136.66,0,2,26,8,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1/ms-dhoni,Chennai Super Kings,2010
23,David Warner,11,11,1,282,107,28.2,191,147.64,1,1,27,14,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/170/david-warner,Delhi Capitals,2010
24,Dinesh Karthik,14,14,1,278,69,21.38,237,117.29,0,1,26,6,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/102/dinesh-karthik,Delhi Capitals,2010
25,Michael Lumb,11,11,0,278,83,25.27,192,144.79,0,1,45,6,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/309/michael-lumb,Rajasthan Royals,2010
26,Gautam Gambhir,11,10,1,277,72,30.77,217,127.64,0,2,32,2,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/84/gautam-gambhir,Delhi Capitals,2010
27,Irfan Pathan,14,13,5,276,60,34.5,186,148.38,0,1,21,10,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/49/irfan-pathan,Kings Xi Punjab,2010
28,Kieron Pollard,14,14,2,273,45,22.75,147,185.71,0,0,23,17,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/210/kieron-pollard,Mumbai Indians,2010
29,Herschelle Gibbs,10,10,0,267,50,26.7,235,113.61,0,1,26,9,Overseas,,Nan,2010
30,Rahul Dravid,16,11,2,256,52,28.44,199,128.64,0,1,34,3,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/131/rahul-dravid,Royal Challengers Bangalore,2010
31,Yuvraj Singh,14,14,2,255,43,21.25,199,128.14,0,0,20,14,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/113/yuvraj-singh,Kings Xi Punjab,2010
32,Manish Pandey,13,13,1,249,42,20.75,226,110.17,0,0,27,7,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/123/manish-pandey,Royal Challengers Bangalore,2010
33,Ravi Bopara,10,9,1,248,77,31.0,214,115.88,0,2,25,3,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/374/ravi-bopara,Kings Xi Punjab,2010
34,Manoj Tiwary,13,11,2,237,75,26.33,186,127.41,0,2,23,5,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/89/manoj-tiwary,Kolkata Knight Riders,2010
35,Kevin Pietersen,7,7,3,236,66,59.0,157,150.31,0,2,23,8,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/172/kevin-pietersen,Royal Challengers Bangalore,2010
36,Angelo Mathews,14,11,4,233,65,33.28,184,126.63,0,1,18,8,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/217/angelo-mathews,Kolkata Knight Riders,2010
37,Manvinder Bisla,10,10,0,218,75,21.8,178,122.47,0,1,27,6,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/90/manvinder-bisla,Kings Xi Punjab,2010
38,Paul Collingwood,8,7,2,203,75,40.6,156,130.12,0,3,9,13,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/225/paul-collingwood,Delhi Capitals,2010
39,Albie Morkel,14,11,3,198,62,24.75,131,151.14,0,1,10,13,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,2010
40,Shikhar Dhawan,10,10,0,191,56,19.1,170,112.35,0,2,23,3,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/41/shikhar-dhawan,Mumbai Indians,2010
41,Shane Watson,6,5,0,185,60,37.0,114,162.28,0,2,18,9,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,2010
42,Abhishek Jhunjhunwala,13,11,2,183,53,20.33,166,110.24,0,1,16,4,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/284/abhishek-jhunjhunwala,Rajasthan Royals,2010
43,Adam Voges,9,7,3,181,45,45.25,143,126.57,0,0,15,3,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/400/adam-voges,Rajasthan Royals,2010
44,Mohnish Mishra,11,11,0,166,41,15.09,144,115.27,0,0,18,6,Indian,,Nan,2010
45,Faiz Fazal,10,9,1,164,45,20.5,154,106.49,0,0,19,1,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/142/faiz-fazal,Rajasthan Royals,2010
46,Mithun Manhas,9,8,4,157,32,39.25,149,105.36,0,0,14,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/124/mithun-manhas,Delhi Capitals,2010
47,JP Duminy,7,7,2,157,42,31.4,131,119.84,0,0,13,5,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/182/jp-duminy,Mumbai Indians,2010
48,Shaun Marsh,4,4,1,147,88,49.0,114,128.94,0,2,14,6,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/191/shaun-marsh,Kings Xi Punjab,2010
49,Cheteshwar Pujara,10,6,2,122,45,30.5,115,106.08,0,0,14,3,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/156/cheteshwar-pujara,Kolkata Knight Riders,2010
50,Owais Shah,5,5,3,115,58,57.5,95,121.05,0,1,7,5,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/275/owais-shah,Kolkata Knight Riders,2010
51,Brendon McCullum,5,5,1,114,57,28.5,110,103.63,0,1,14,2,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/202/brendon-mccullum,Kolkata Knight Riders,2010
52,Rajagopal Sathish,12,11,4,112,24,16.0,96,116.66,0,0,11,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/78/rajagopal-sathish,Mumbai Indians,2010
53,AB de Villiers,7,7,0,111,45,15.85,119,93.27,0,0,7,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/233/ab-de-villiers,Delhi Capitals,2010
54,Paras Dogra,9,8,0,107,41,13.37,106,100.94,0,0,4,5,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/74/paras-dogra,Rajasthan Royals,2010
55,Harbhajan Singh,15,7,3,105,49,26.25,63,166.66,0,0,12,5,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,2010
56,Brad Hodge,4,4,0,99,50,24.75,90,110.0,0,1,11,1,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/229/brad-hodge,Kolkata Knight Riders,2010
57,David Hussey,6,6,2,94,31,23.5,86,109.3,0,0,5,5,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/186/david-hussey,Kolkata Knight Riders,2010
58,Ross Taylor,7,7,3,88,31,22.0,75,117.33,0,0,2,6,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/226/ross-taylor,Royal Challengers Bangalore,2010
59,Kedar Jadhav,5,5,2,76,50,25.33,56,135.71,0,1,7,2,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/297/kedar-jadhav,Delhi Capitals,2010
60,Parthiv Patel,4,4,0,72,57,18.0,79,91.13,0,1,6,2,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/44/parthiv-patel,Chennai Super Kings,2010
61,Wriddhiman Saha,13,7,4,67,22,22.33,53,126.41,0,0,9,1,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/16/wriddhiman-saha,Kolkata Knight Riders,2010
62,Ryan McLaren,10,7,4,66,40,22.0,69,95.65,0,0,7,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/288/ryan-mclaren,Mumbai Indians,2010
63,Andrew McDonald,4,3,3,65,33,0.0,52,125.0,0,0,3,2,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/234/andrew-mcdonald,Delhi Capitals,2010
64,VVS Laxman,6,6,1,64,22,12.8,60,106.66,0,0,7,1,Indian,,Nan,2010
65,Anirudh Singh,5,4,0,63,40,15.75,66,95.45,0,0,6,1,Indian,,Nan,2010
66,Piyush Chawla,14,6,1,62,22,12.4,60,103.33,0,0,7,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,2010
67,Dwayne Bravo,10,8,1,61,23,8.71,53,115.09,0,0,3,4,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/25/dwayne-bravo,Mumbai Indians,2010
68,Abhishek Nayar,3,3,1,58,27,29.0,51,113.72,0,0,4,2,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/66/abhishek-nayar,Mumbai Indians,2010
69,Abhishek Raut,6,5,3,56,32,28.0,48,116.66,0,0,3,3,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/133/abhishek-raut,Rajasthan Royals,2010
70,Aditya Tare,7,4,0,50,23,12.5,36,138.88,0,0,5,3,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/99/aditya-tare,Mumbai Indians,2010
71,Cameron White,7,5,3,48,21,24.0,33,145.45,0,0,3,3,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/178/cameron-white,Royal Challengers Bangalore,2010
72,Ryan Harris,8,5,1,45,15,11.25,39,115.38,0,0,2,2,Overseas,,Nan,2010
73,Tillakaratne Dilshan,6,6,0,44,17,7.33,53,83.01,0,0,6,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/240/tillakaratne-dilshan,Delhi Capitals,2010
74,Graeme Smith,2,2,0,44,26,22.0,39,112.82,0,0,7,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/219/graeme-smith,Rajasthan Royals,2010
75,Adrian Barath,3,3,1,42,33,21.0,42,100.0,0,0,5,1,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/398/adrian-barath,Kings Xi Punjab,2010
76,Ajit Agarkar,7,4,3,40,17,40.0,29,137.93,0,0,4,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/47/ajit-agarkar,Kolkata Knight Riders,2010
77,Amit Mishra,14,7,3,39,12,9.75,51,76.47,0,0,1,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/30/amit-mishra,Delhi Capitals,2010
78,Michael Hussey,3,3,1,37,15,18.5,44,84.09,0,0,2,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/20/michael-hussey,Chennai Super Kings,2010
79,Laxmi Ratan Shukla,4,2,0,36,19,18.0,26,138.46,0,0,3,2,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/88/laxmi-ratan-shukla,Kolkata Knight Riders,2010
80,Eoin Morgan,6,4,1,35,17,11.66,30,116.66,0,0,2,1,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/197/eoin-morgan,Royal Challengers Bangalore,2010
81,Bodapati Sumanth,5,4,3,35,16,35.0,37,94.59,0,0,3,0,Indian,,Nan,2010
82,Aditya Dole,3,2,0,34,30,17.0,22,154.54,0,0,3,1,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/134/aditya-dole,Rajasthan Royals,2010
83,Venugopal Rao,6,5,1,34,24,8.5,43,79.06,0,0,3,1,Indian,,Nan,2010
84,Daniel Vettori,3,3,2,33,19,33.0,27,122.22,0,0,4,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/243/daniel-vettori,Delhi Capitals,2010
85,Sanath Jayasuriya,4,4,0,33,23,8.25,31,106.45,0,0,4,1,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/342/sanath-jayasuriya,Mumbai Indians,2010
86,MF Maharoof,7,4,1,31,28,10.33,23,134.78,0,0,2,2,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/311/mf-maharoof,Delhi Capitals,2010
87,Chaminda Vaas,6,5,1,30,16,7.5,34,88.23,0,0,1,1,Overseas,,Nan,2010
88,Ravichandran Ashwin,12,6,2,30,11,7.5,40,75.0,0,0,2,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,2010
89,Rahul Sharma,6,4,1,29,14,9.66,26,111.53,0,0,3,1,Indian,,Nan,2010
90,Mohammad Kaif,4,3,0,28,14,9.33,30,93.33,0,0,2,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/159/mohammad-kaif,Kings Xi Punjab,2010
91,Mitchell Marsh,3,2,0,28,15,14.0,30,93.33,0,0,1,1,Overseas,,Nan,2010
92,Vinay Kumar,14,5,1,27,10,6.75,32,84.37,0,0,1,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/166/vinay-kumar,Royal Challengers Bangalore,2010
93,Shanthakumaran Sreesanth,6,3,3,27,15,0.0,21,128.57,0,0,5,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/150/shanthakumaran-sreesanth,Kings Xi Punjab,2010
94,Sridharan Sriram,1,1,0,27,27,27.0,29,93.1,0,0,3,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/289/sridharan-sriram,Royal Challengers Bangalore,2010
95,JM Kemp,5,2,0,26,22,13.0,24,108.33,0,0,1,1,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/404/jm-kemp,Chennai Super Kings,2010
96,Rajat Bhatia,5,3,0,24,21,8.0,17,141.17,0,0,1,2,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/92/rajat-bhatia,Delhi Capitals,2010
97,Zaheer Khan,14,4,3,24,23,24.0,13,184.61,0,0,3,1,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/165/zaheer-khan,Mumbai Indians,2010
98,Ashish Nehra,4,2,1,23,22,23.0,20,115.0,0,0,2,1,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/115/ashish-nehra,Delhi Capitals,2010
99,Murali Kartik,10,2,0,22,21,11.0,22,100.0,0,0,2,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/125/murali-kartik,Kolkata Knight Riders,2010
100,Dwayne Smith,3,3,1,22,13,11.0,25,88.0,0,0,1,1,Overseas,,Nan,2010
1,Matthew Hayden,12,12,1,572,89,52.0,395,144.81,0,5,60,22,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/352/matthew-hayden,Chennai Super Kings,2009
2,Adam Gilchrist,16,16,0,495,85,30.93,325,152.3,0,3,54,29,Overseas,,Nan,2009
3,Suresh Raina,14,14,0,434,98,31.0,308,140.9,0,2,37,21,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,2009
4,JP Duminy,13,12,3,372,62,41.33,325,114.46,0,5,26,11,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/182/jp-duminy,Mumbai Indians,2009
5,Herschelle Gibbs,14,14,3,371,69,33.72,331,112.08,0,4,32,12,Overseas,,Nan,2009
6,Brad Hodge,12,12,3,365,73,40.55,310,117.74,0,3,34,9,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/229/brad-hodge,Kolkata Knight Riders,2009
7,Sachin Tendulkar,13,13,2,364,68,33.09,303,120.13,0,2,39,10,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/97/sachin-tendulkar,Mumbai Indians,2009
8,Rohit Sharma,16,16,3,362,52,27.84,315,114.92,0,1,22,18,Indian,,Nan,2009
9,Jacques Kallis,15,15,2,361,69,27.76,332,108.73,0,3,37,8,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/198/jacques-kallis,Royal Challengers Bangalore,2009
10,Yuvraj Singh,14,14,2,340,58,28.33,294,115.64,0,2,25,16,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/113/yuvraj-singh,Kings Xi Punjab,2009
11,Kumar Sangakkara,14,13,2,332,60,30.18,324,102.46,0,2,29,5,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/27/kumar-sangakkara,Kings Xi Punjab,2009
12,MS Dhoni,14,13,5,332,58,41.5,261,127.2,0,2,22,9,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1/ms-dhoni,Chennai Super Kings,2009
13,Ravindra Jadeja,13,13,2,295,42,26.81,266,110.9,0,0,21,6,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/9/ravindra-jadeja,Rajasthan Royals,2009
14,Brendon McCullum,13,13,1,285,84,23.75,239,119.24,0,2,27,12,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/202/brendon-mccullum,Kolkata Knight Riders,2009
15,Ross Taylor,11,11,2,280,81,31.11,208,134.61,0,1,20,15,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/226/ross-taylor,Royal Challengers Bangalore,2009
16,Rahul Dravid,13,12,0,271,66,22.58,234,115.81,0,1,28,3,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/131/rahul-dravid,Royal Challengers Bangalore,2009
17,Andrew Symonds,8,8,1,249,60,35.57,166,150.0,0,1,15,11,Overseas,,Nan,2009
18,Virat Kohli,16,13,2,246,50,22.36,219,112.32,0,1,22,8,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,2009
19,Yusuf Pathan,13,13,1,243,62,20.25,183,132.78,0,1,24,12,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/96/yusuf-pathan,Rajasthan Royals,2009
20,Tirumalasetti Suman,12,12,2,237,41,23.7,190,124.73,0,0,18,8,Indian,,Nan,2009
